City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
329,cauquenes,-35.9671,-72.3225,31.74000000000001,18,0,2.34,CL,1674493578
330,mayo,38.8876,-76.5119,7.490000000000009,77,100,7.2,US,1674493579
331,adrar,20.5022,-10.0711,25.760000000000048,10,0,2.81,MR,1674493579
332,mananjary,-21.2167,48.3333,22.860000000000014,96,100,1.49,MG,1674493580
333,yumen,40.2833,97.2,-15.229999999999961,43,0,3.7,CN,1674493581
334,aklavik,68.2191,-135.0107,-22.809999999999974,97,100,5.45,CA,1674493582
335,inirida,3.8653,-67.9239,31.010000000000048,54,66,2.04,CO,1674493582
336,shelburne,44.0787,-80.2041,-0.12999999999999545,94,93,4.33,CA,1674493583
337,husavik,66.0449,-17.3389,-5.529999999999973,66,96,6.4,IS,1674493584
338,phan thiet,10.9333,108.1,23.230000000000018,87,78,4.08,VN,1674493381
339,quatre cocos,-20.2078,57.7625,23.379999999999995,87,100,2.71,MU,1674493585
340,ulaangom,49.9811,92.0667,-28.049999999999983,98,100,0.93,MN,1674493586
341,barrie,44.4001,-79.6663,0.010000000000047748,45,77,3.91,CA,1674493586
342,yar-sale,66.8333,70.8333,-21.379999999999967,99,89,3.54,RU,1674493587
343,margate,51.3813,1.3862,5.390000000000043,79,100,1.34,GB,1674493587
344,kloulklubed,7.0419,134.2556,24.28000000000003,83,100,6.83,PW,1674493588
345,laguna,38.421,-121.4238,10.080000000000041,48,0,7.2,US,1674493588
346,kamien pomorski,53.9685,14.7726,0.20000000000004547,74,42,2.45,PL,1674493589
347,alamosa,37.4695,-105.87,-4.009999999999991,68,100,2.57,US,1674493590
348,krasnoselkup,65.7,82.4667,-29.49999999999997,98,34,4.59,RU,1674493590
349,necochea,-38.5473,-58.7368,23.160000000000025,42,0,4.9,AR,1674493591
350,neiafu,-18.65,-173.9833,23.379999999999995,94,20,0.0,TO,1674493592
351,komsomolskiy,40.4272,71.7189,-3.6299999999999955,68,82,1.13,UZ,1674493592
352,novosokolniki,56.3463,30.1578,-3.509999999999991,90,97,1.66,RU,1674493593
353,ostuacan,17.4167,-93.3,22.840000000000032,85,78,2.12,MX,1674493593
354,dongying,37.4564,118.4856,-8.449999999999989,32,86,7.23,CN,1674493594
355,casablanca,33.5928,-7.6192,15.180000000000007,62,0,2.68,MA,1674493594
356,havre-saint-pierre,50.2334,-63.5986,-3.7999999999999545,68,40,2.06,CA,1674493595
357,narsaq,60.9167,-46.05,-13.879999999999995,64,100,4.12,GL,1674493595
358,mogadouro,41.3403,-6.7119,5.7000000000000455,46,1,1.7,PT,1674493596
359,rabo de peixe,37.8,-25.5833,14.730000000000018,72,75,9.26,PT,1674493596
360,urumqi,43.801,87.6005,-24.46999999999997,77,8,2.0,CN,1674493597
361,manzil salim,35.8567,8.4765,6.640000000000043,44,66,1.23,TN,1674493597
362,jiblah,13.9216,44.1467,15.220000000000027,66,66,1.26,YE,1674493598
363,nemuro,43.3236,145.575,-3.75,94,100,10.79,JP,1674493598
364,lebu,-37.6167,-73.65,19.400000000000034,70,2,3.07,CL,1674493599
365,saint-louis,16.3333,-15.0,32.77000000000004,12,0,3.18,SN,1674493599
366,camacha,33.0833,-16.3333,15.680000000000007,63,40,8.23,PT,1674493600
367,sinnamary,5.3833,-52.95,26.980000000000018,71,56,6.09,GF,1674493600
368,ornskoldsvik,63.2909,18.7153,-8.46999999999997,100,0,0.0,SE,1674493601
369,kupang,-10.1667,123.5833,24.82000000000005,86,99,1.9,ID,1674493553
370,rawson,-43.3002,-65.1023,29.5,30,0,11.5,AR,1674493602
371,port hardy,50.6996,-127.4199,4.580000000000041,85,91,2.83,CA,1674493360
372,mae ramat,16.984,98.5166,19.33000000000004,48,20,0.89,TH,1674493603
373,ahipara,-35.1667,173.1667,17.25,90,100,1.9,NZ,1674493604
374,edd,13.9297,41.6925,27.100000000000023,59,17,8.78,ER,1674493604
375,storforshei,66.4043,14.5233,2.8799999999999955,86,75,4.12,NO,1674493605
376,koumac,-20.5667,164.2833,25.360000000000014,88,87,0.65,NC,1674493605
377,tukrah,32.5341,20.5791,14.580000000000041,41,0,2.65,LY,1674493606
378,texarkana,33.4251,-94.0477,10.120000000000005,54,0,3.58,US,1674493606
379,atar,20.5169,-13.0499,28.960000000000036,10,0,2.6,MR,1674493607
380,khandyga,62.6667,135.6,-45.70999999999998,96,100,0.44,RU,1674493607
381,letlhakane,-21.4167,25.5833,24.58000000000004,53,53,7.58,BW,1674493608
382,sur,22.5667,59.5289,18.75,52,1,5.38,OM,1674493608
383,klaksvik,62.2266,-6.589,6.510000000000048,98,100,4.69,FO,1674493609
384,rezekne,56.5,27.3167,-7.739999999999952,98,97,1.1,LV,1674493609
385,beyneu,45.3167,55.2,-1.7399999999999523,34,2,3.64,KZ,1674493610
386,leshukonskoye,64.8989,45.7622,-8.789999999999964,85,52,4.4,RU,1674493611
387,port shepstone,-30.7414,30.455,25.52000000000004,83,31,10.09,ZA,1674493611
388,raypur,22.4108,88.5094,23.980000000000018,46,18,1.61,IN,1674493612
389,port-gentil,-0.7193,8.7815,28.980000000000018,79,40,3.6,GA,1674493612
390,kaseda,31.4167,130.3167,10.950000000000045,72,100,7.52,JP,1674493424
391,uvat,59.1433,68.8953,-15.789999999999964,98,40,2.31,RU,1674493613
392,kamina,-8.7386,24.9906,17.960000000000036,93,98,0.76,CD,1674493614
393,alice town,25.7167,-79.3,25.230000000000018,76,2,4.83,BS,1674493614
394,kabanjahe,3.1001,98.4908,16.980000000000018,98,99,0.44,ID,1674493392
395,jaisinghnagar,23.7,81.3833,19.05000000000001,46,38,2.37,IN,1674493616
396,aripuana,-9.1667,-60.6333,26.810000000000002,81,95,1.9,BR,1674493616
397,todos santos,23.45,-110.2167,20.720000000000027,78,19,1.44,MX,1674493618
398,yulara,-25.2406,130.9889,27.480000000000018,23,77,8.42,AU,1674493130
399,dabat,12.9842,37.765,15.730000000000018,34,36,1.48,ET,1674493619
400,meridian,43.6121,-116.3915,-4.2999999999999545,80,0,3.6,US,1674493619
401,porto nacional,-10.7081,-48.4172,31.0,60,95,0.66,BR,1674493620
402,mehamn,71.0357,27.8492,0.9700000000000273,80,0,11.83,NO,1674493620
403,pervomaysk,48.0443,30.8507,1.8900000000000432,74,94,4.08,UA,1674493621
404,peniche,39.3558,-9.3811,13.090000000000032,53,3,5.77,PT,1674493621
405,dhuburi,26.0333,89.9667,17.82000000000005,50,28,3.42,IN,1674493513
406,tevaitoa,-16.7833,-151.5,26.100000000000023,72,100,7.44,PF,1674493622
407,alta floresta,-9.8756,-56.0861,26.950000000000045,83,88,1.19,BR,1674493623
408,havoysund,70.9963,24.6622,2.1299999999999955,83,89,18.91,NO,1674493623
409,miri,4.4148,114.0089,24.950000000000045,90,100,2.03,MY,1674493624
410,itaituba,-4.2761,-55.9836,28.629999999999995,74,100,1.02,BR,1674493625
411,rabat,33.9911,-6.8401,15.090000000000032,52,0,4.63,MA,1674493626
412,mega,4.05,38.3,21.730000000000018,29,43,4.96,ET,1674493627
413,olinda,-8.0089,-34.8553,28.850000000000023,70,20,5.14,BR,1674493627
414,muravlenko,63.7898,74.523,-23.069999999999965,98,96,3.16,RU,1674493627
415,tateyama,34.9833,139.8667,5.610000000000014,83,100,5.14,JP,1674493503
416,prescott,34.54,-112.4685,-1.8599999999999568,75,0,4.12,US,1674493628
417,pechory,57.8164,27.6119,-4.2999999999999545,96,10,1.68,RU,1674493629
418,finspang,58.7058,15.7674,-2.259999999999991,83,7,3.51,SE,1674493629
419,deep river,46.1001,-77.4995,-1.1399999999999864,92,99,0.89,CA,1674493630
420,kodinsk,58.6881,99.1844,-24.409999999999968,93,100,2.47,RU,1674493631
421,iranshahr,27.2025,60.6848,10.53000000000003,26,0,6.0,IR,1674493632
422,vestmanna,62.1564,-7.1664,5.510000000000048,93,75,4.63,FO,1674493632
423,zemio,5.0314,25.1361,25.450000000000045,34,100,1.79,CF,1674493633
424,mankapur,27.0333,82.2333,17.210000000000036,56,5,2.46,IN,1674493634
425,haines junction,60.7522,-137.5108,-8.039999999999964,98,100,1.28,CA,1674493634
426,chimbote,-9.0853,-78.5783,24.33000000000004,66,88,4.04,PE,1674493635
427,pandharpur,17.6667,75.3333,24.49000000000001,37,38,4.56,IN,1674493636
428,tamworth,52.634,-1.6959,3.3600000000000136,81,72,1.73,GB,1674493445
429,rosarito,32.3333,-117.0333,11.330000000000041,28,0,1.5,MX,1674493638
430,aykhal,66.0,111.5,-31.049999999999983,81,100,1.61,RU,1674493638
431,aswan,24.0934,32.907,21.0,19,0,4.28,EG,1674493639
432,okoneshnikovo,54.8377,75.0834,-14.560000000000002,99,90,3.55,RU,1674493639
433,shuangcheng,45.35,126.2833,-30.339999999999975,92,57,2.23,CN,1674493639
434,hami,42.8,93.45,-11.42999999999995,36,0,2.17,CN,1674493640
435,adelaide,-34.9333,138.6,20.060000000000002,64,49,3.58,AU,1674493595
436,garissa,-0.4536,39.6401,28.939999999999998,53,99,7.38,KE,1674493641
437,kununurra,-15.7667,128.7333,25.99000000000001,89,52,0.0,AU,1674493383
438,waddan,29.1614,16.139,14.770000000000039,26,0,3.74,LY,1674493643
439,birjand,32.8663,59.2211,-3.339999999999975,55,0,2.04,IR,1674493643
440,lahaina,20.8783,-156.6825,22.110000000000014,89,1,1.08,US,1674493644
441,abu samrah,35.3029,37.1841,11.840000000000032,64,0,3.06,SY,1674493644
442,ploemeur,47.7333,-3.4333,6.010000000000048,77,0,5.14,FR,1674493645
443,paciran,-6.8767,112.3761,25.730000000000018,81,92,2.62,ID,1674493633
444,orcopampa,-15.2661,-72.3417,16.379999999999995,36,50,3.41,PE,1674493646
445,moose factory,51.2585,-80.6094,-2.92999999999995,89,100,5.47,CA,1674493647
446,saint anthony,45.0205,-93.218,-5.839999999999975,89,100,3.6,US,1674493647
447,lenzing,47.9681,13.6231,0.05000000000001137,86,100,2.2,AT,1674493647
448,labuhan,-6.8844,112.2051,25.82000000000005,82,96,2.04,ID,1674493648
449,grindavik,63.8424,-22.4338,-0.7399999999999523,80,0,1.54,IS,1674493648
450,asbe teferi,9.0833,40.8667,17.470000000000027,48,80,2.37,ET,1674493649
451,omboue,-1.5746,9.2618,27.58000000000004,75,58,3.51,GA,1674493650
452,lewistown,40.5992,-77.5714,3.980000000000018,90,100,5.14,US,1674493650
453,paranaiba,-19.6772,-51.1908,25.610000000000014,80,94,2.48,BR,1674493650
454,yamada,39.4667,141.95,2.2100000000000364,79,75,3.3,JP,1674493602
455,ramos arizpe,25.55,-100.9667,17.680000000000007,48,3,2.07,MX,1674493652
456,pskov,57.8136,28.3496,-4.0499999999999545,93,100,1.0,RU,1674493652
457,aksarka,66.5606,67.7975,-20.609999999999985,100,20,1.48,RU,1674493653
458,moree,-29.4667,149.85,22.160000000000025,49,1,2.86,AU,1674493474
459,high level,58.5169,-117.136,-10.939999999999998,100,100,0.0,CA,1674493654
460,mombetsu,44.3525,143.3525,-6.859999999999957,92,100,2.84,JP,1674493510
461,jaranwala,31.3333,73.4333,12.370000000000005,50,43,3.36,PK,1674493655
462,mahibadhoo,3.7833,72.9667,26.160000000000025,80,49,4.64,MV,1674493656
463,slantsy,59.1182,28.0914,-7.1299999999999955,97,40,2.01,RU,1674493656
464,tual,-5.6667,132.75,27.610000000000014,77,99,5.86,ID,1674493657
465,batalha,-9.6778,-37.1247,37.74000000000001,26,20,4.26,BR,1674493657
466,salinas,36.6777,-121.6555,11.710000000000036,52,0,2.57,US,1674493658
467,beian,63.6559,9.5683,5.560000000000002,93,100,3.6,NO,1674493658
468,macamic,48.7502,-78.9996,-5.21999999999997,89,82,4.31,CA,1674493659
469,aasiaat,68.7098,-52.8699,-17.419999999999987,98,100,2.18,GL,1674493660
470,broome,42.2506,-75.833,1.0300000000000296,88,100,6.69,US,1674493660
471,sao gabriel da cachoeira,-0.1303,-67.0892,27.52000000000004,84,95,0.08,BR,1674493661
472,trairi,-3.2778,-39.2689,30.24000000000001,57,53,4.43,BR,1674493662
473,cozumel,20.5083,-86.9458,30.04000000000002,71,75,3.58,MX,1674493662
474,minot,48.2325,-101.2963,-1.8799999999999955,69,20,9.26,US,1674493663
475,robertsport,6.7533,-11.3686,27.04000000000002,78,100,5.42,LR,1674493663
476,teknaf,20.8624,92.3058,19.58000000000004,61,63,5.01,BD,1674493664
477,waingapu,-9.6567,120.2641,25.810000000000002,76,100,0.87,ID,1674493664
478,vila do maio,15.1333,-23.2167,24.439999999999998,65,1,6.41,CV,1674493665
479,santo tomas,14.1079,121.1414,25.140000000000043,92,80,2.21,PH,1674493665
480,hanzhong,33.0728,107.0303,-1.669999999999959,24,90,1.91,CN,1674493666
481,tura,25.5198,90.2201,15.240000000000009,56,63,2.1,IN,1674493667
482,vao,-22.6667,167.4833,25.870000000000005,87,96,4.27,NC,1674493667
483,lakatoro,-16.0999,167.4164,26.840000000000032,80,100,2.94,VU,1674493668
484,manado,1.487,124.8455,24.430000000000007,94,20,0.51,ID,1674493668
485,panama city,8.9936,-79.5197,31.760000000000048,59,40,2.06,PA,1674493626
486,egvekinot,66.3167,-179.1667,-26.70999999999998,79,55,5.45,RU,1674493669
487,shieli,44.1667,66.75,-4.149999999999977,47,0,1.41,KZ,1674493670
488,la esperanza,14.8667,-91.5667,16.08000000000004,83,0,0.84,GT,1674493670
489,diego de almagro,-26.3667,-70.05,29.230000000000018,23,0,5.52,CL,1674493672
490,ngunguru,-35.6167,174.5,18.960000000000036,76,100,1.95,NZ,1674493672
491,novopokrovka,49.8425,36.5477,-1.2099999999999795,72,5,4.57,UA,1674493673
492,great falls,47.5002,-111.3008,-0.3299999999999841,64,0,12.35,US,1674493653
493,williams lake,52.1415,-122.1445,-9.289999999999964,97,69,1.46,CA,1674493674
494,presidencia roque saenz pena,-26.7852,-60.4388,39.47000000000003,16,0,1.97,AR,1674493675
495,verkhoyansk,67.5447,133.385,-48.90999999999997,100,100,0.66,RU,1674493677
496,bowen,-20.0167,148.2333,24.450000000000045,81,8,4.08,AU,1674493677
497,evanston,42.0411,-87.6901,-1.6099999999999568,83,75,4.12,US,1674493678
498,burnie,-41.0667,145.9167,16.640000000000043,92,20,3.68,AU,1674493526
499,nyurba,63.2842,118.3319,-29.95999999999998,93,100,3.39,RU,1674493679
500,tutoia,-2.7619,-42.2744,27.430000000000007,78,100,4.31,BR,1674493679
501,bereda,43.2686,-7.5406,5.230000000000018,80,33,3.52,ES,1674493680
502,san cristobal,7.7669,-72.225,23.100000000000023,64,95,3.04,VE,1674493680
503,nishihara,26.1842,127.7558,19.600000000000023,80,100,7.72,JP,1674493681
504,san onofre,9.7359,-75.5263,31.670000000000016,50,79,2.24,CO,1674493681
505,socorro,31.6546,-106.3033,11.700000000000045,18,75,2.57,US,1674493682
506,ust-kut,56.7938,105.7672,-35.119999999999976,99,98,1.32,RU,1674493682
507,las varas,21.1667,-105.1667,25.710000000000036,59,27,1.78,MX,1674493682
508,morros,-9.4467,-46.3003,31.80000000000001,48,68,1.11,BR,1674493684
509,popova,42.9603,131.7228,-23.059999999999974,65,1,8.38,RU,1674493684
510,jining,35.405,116.5814,-5.8799999999999955,53,16,3.99,CN,1674493685
511,saint pete beach,27.7253,-82.7412,19.57000000000005,52,75,6.17,US,1674493685
512,jieshi,22.8134,115.8257,16.920000000000016,74,100,7.77,CN,1674493686
513,sterling,39.0062,-77.4286,7.910000000000025,70,75,9.39,US,1674493514
514,ballina,-28.8667,153.5667,19.879999999999995,99,2,1.85,AU,1674493448
515,port lincoln,-34.7333,135.8667,16.340000000000032,89,1,5.23,AU,1674493687
516,hurricane,37.1753,-113.2899,1.2900000000000205,53,7,5.68,US,1674493688
517,rafai,4.95,23.9167,25.890000000000043,26,100,1.3,CF,1674493688
518,altamira,-3.2033,-52.2064,28.310000000000002,72,98,1.87,BR,1674493689
519,havelock,34.8791,-76.9013,12.210000000000036,79,46,4.92,US,1674493604
520,nouadhibou,20.931,-17.0347,18.75,74,0,8.5,MR,1674493689
521,padang,-0.9492,100.3543,23.29000000000002,97,100,2.0,ID,1674493630
522,bilibino,68.0546,166.4372,-20.139999999999986,89,100,1.41,RU,1674493690
523,sao paulo de olivenca,-3.3783,-68.8725,26.260000000000048,89,89,1.38,BR,1674493691
524,iquitos,-3.7481,-73.2472,27.02000000000004,94,75,1.54,PE,1674493691
525,zhicheng,30.2956,111.5047,4.78000000000003,23,16,6.97,CN,1674493692
526,kapit,2.0167,112.9333,22.930000000000007,99,99,0.76,MY,1674493693
527,nibbar,36.2941,8.7666,8.060000000000002,66,44,2.06,TN,1674493693
528,ixtlan del rio,21.0333,-104.3667,23.140000000000043,40,26,0.87,MX,1674493694
529,xuddur,4.1213,43.8894,28.260000000000048,32,21,5.32,SO,1674493694
530,lakeside,30.13,-81.7682,17.189999999999998,50,0,6.69,US,1674493694
531,rocha,-34.4833,-54.3333,29.08000000000004,32,1,7.97,UY,1674493695
532,cabedelo,-6.9811,-34.8339,31.370000000000005,68,29,5.2,BR,1674493695
533,liberal,37.0431,-100.921,3.080000000000041,56,0,2.57,US,1674493696
534,hobyo,5.3505,48.5268,25.04000000000002,76,70,9.61,SO,1674493696
535,axim,4.8699,-2.2405,28.560000000000002,73,48,4.63,GH,1674493697
536,progreso,21.2833,-89.6667,29.060000000000002,63,4,1.95,MX,1674493697
537,cienfuegos,22.1461,-80.4356,30.08000000000004,48,20,4.12,CU,1674493698
538,maumere,-8.6199,122.2111,26.600000000000023,81,100,1.17,ID,1674493699
539,taut,46.2833,21.9167,8.090000000000032,75,53,1.41,RO,1674493699
540,teshie,5.5836,-0.1072,28.840000000000032,72,83,6.45,GH,1674493700
541,sayansk,54.1088,102.1648,-26.589999999999975,86,100,4.79,RU,1674493700
542,berdigestyakh,62.0989,126.6992,-33.609999999999985,98,100,1.72,RU,1674493701
543,nuuk,64.1835,-51.7216,-1.6599999999999682,69,100,12.86,GL,1674493701
544,vila velha,-20.3297,-40.2925,28.970000000000027,85,75,5.14,BR,1674493702
545,singaraja,-8.112,115.0882,26.57000000000005,84,72,0.88,ID,1674493703
546,biu,10.6129,12.1946,28.54000000000002,14,36,2.88,NG,1674493704
547,tommot,58.9564,126.2925,-29.859999999999985,94,100,4.37,RU,1674493704
548,mount gambier,-37.8333,140.7667,15.010000000000048,99,100,2.04,AU,1674493705
549,lazarev,52.225,141.5131,-34.099999999999966,100,93,1.52,RU,1674493706
550,tocopilla,-22.092,-70.1979,23.370000000000005,75,62,3.36,CL,1674493706
551,bonga,7.2833,36.2333,20.25,46,86,0.9,ET,1674493707
552,olga,43.7444,135.2892,-24.45999999999998,68,100,8.41,RU,1674493707
553,mana,5.6592,-53.7767,27.02000000000004,69,85,5.81,GF,1674493708
